4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer
;;;;;;;;69.76;41.57;-0.28;0.22
;;;;;;;;69.78;41.02;-0.28;0.12
;;;;;;;;69.8;40.47;-0.28;-0.12
;;;;;;;;69.82;39.9;-0.28;0.1
;;;;;;;;69.84;39.35;-0.28;0.22
;;;;;;;;69.86;38.8;-0.27;0.21
;;;;;;;;69.88;38.27;-0.27;0.32
;;;;;;;;69.9;37.73;-0.26;0.44
;;;;;;;;69.92;37.23;-0.25;0.32
;;;;;;;;69.94;36.73;-0.25;0.32
;;;;;;;;69.96;36.25;-0.24;0.43
;;;;;;;;69.98;35.78;-0.23;0.53
;;;;;;;;70;35.33;-0.22;0.65
;;;;;;;;70.02;34.92;-0.2;0.54
;;;;;;;;70.04;34.52;-0.19;0.43
;;;;;;;;70.06;34.14;-0.19;0.53
;;;;;;;;70.08;33.78;-0.17;0.65
;;;;;;;;70.1;33.45;-0.16;0.65
;;;;;;;;70.12;33.14;-0.15;0.53
;;;;;;;;70.14;32.87;-0.14;0.74
;;;;;;;;70.16;32.59;-0.12;1.1
;;;;;;;;70.18;32.4;-0.09;0.65
;;;;;;;;70.2;32.21;-0.09;0.52
;;;;;;;;70.22;32.03;-0.07;0.87
;;;;;;;;70.24;31.91;-0.06;0.76
;;;;;;;;70.26;31.81;-0.04;0.64
;;;;;;;;70.28;31.74;-0.03;0.75
;;;;;;;;70.3;31.68;-0.01;0.87
;;;;;;;;70.32;31.68;0;0.75
;;;;;;;;70.34;31.7;0.02;0.75
;;;;;;;;70.36;31.75;0.03;0.86
;;;;;;;;70.38;31.83;0.05;0.76
;;;;;;;;70.4;31.95;0.06;0.64
;;;;;;;;70.42;32.09;0.08;0.75
;;;;;;;;70.44;32.26;0.09;0.77
;;;;;;;;70.46;32.46;0.11;0.42
;;;;;;;;70.48;32.69;0.11;0.62
;;;;;;;;70.5;32.91;0.13;1.09
;;;;;;;;70.52;33.22;0.15;0.66
;;;;;;;;70.54;33.52;0.16;0.31
;;;;;;;;70.56;33.85;0.17;0.53
;;;;;;;;70.58;34.19;0.18;0.65
;;;;;;;;70.6;34.57;0.19;0.54
;;;;;;;;70.62;34.96;0.2;0.54
;;;;;;;;70.64;35.37;0.21;0.55
;;;;;;;;70.66;35.82;0.22;0.21
;;;;;;;;70.68;36.27;0.22;0.2
;;;;;;;;70.7;36.71;0.23;0.54
;;;;;;;;70.72;37.19;0.24;0.45
;;;;;;;;70.74;37.69;0.25;0.11
;;;;;;;;70.76;38.19;0.25;0.1
;;;;;;;;70.78;38.69;0.25;0.21
;;;;;;;;70.8;39.2;0.26;0.22
;;;;;;;;70.82;39.72;0.26;0.11
;;;;;;;;70.84;40.25;0.26;2.4E-12
;;;;;;;;70.86;40.77;0.26;0.01
;;;;;;;;70.88;41.3;0.26;-0.11
;;;;;;;;70.9;41.82;0.26;0.000328
;;;;;;;;70.92;42.33;0.26;0.02
;;;;;;;;70.94;42.87;0.26;-0.33
;;;;;;;;70.96;43.36;0.25;-0.22
;;;;;;;;70.98;43.86;0.25;-0.09
;;;;;;;;71;44.36;0.25;-0.32
;;;;;;;;71.02;44.84;0.24;-0.33
;;;;;;;;71.04;45.31;0.23;-0.2
;;;;;;;;71.06;45.77;0.23;-0.42
;;;;;;;;71.08;46.22;0.22;-0.54
;;;;;;;;71.1;46.64;0.21;-0.43
;;;;;;;;71.12;47.05;0.2;-0.43
;;;;;;;;71.14;47.43;0.19;-0.42
;;;;;;;;71.16;47.81;0.18;-0.54
;;;;;;;;71.18;48.15;0.17;-0.54
;;;;;;;;71.2;48.48;0.16;-0.53
;;;;;;;;71.22;48.79;0.15;-0.64
;;;;;;;;71.24;49.07;0.13;-0.64
;;;;;;;;71.26;49.33;0.12;-0.64
;;;;;;;;71.28;49.56;0.11;-0.64
;;;;;;;;71.3;49.76;0.1;-0.64
;;;;;;;;71.32;49.94;0.08;-0.64
;;;;;;;;71.34;50.09;0.07;-0.64
;;;;;;;;71.36;50.22;0.06;-0.64
;;;;;;;;71.38;50.32;0.04;-0.75
;;;;;;;;71.4;50.39;0.03;-0.76
;;;;;;;;71.42;50.43;0.01;-0.64
;;;;;;;;71.44;50.45;0;-0.75
;;;;;;;;71.46;50.43;-0.02;-0.76
;;;;;;;;71.48;50.38;-0.03;-0.65
;;;;;;;;71.5;50.32;-0.04;-0.65
;;;;;;;;71.52;50.22;-0.06;-0.53
;;;;;;;;71.54;50.1;-0.06;-0.64
;;;;;;;;71.56;49.96;-0.08;-0.77
;;;;;;;;71.58;49.77;-0.09;-0.54
;;;;;;;;71.6;49.59;-0.1;-0.54
;;;;;;;;71.62;49.36;-0.12;-0.55
;;;;;;;;71.64;49.12;-0.12;-0.42
;;;;;;;;71.66;48.87;-0.13;-0.53
;;;;;;;;71.68;48.59;-0.15;-0.66
;;;;;;;;71.7;48.29;-0.16;-0.44
;;;;;;;;71.72;47.96;-0.16;-0.32
;;;;;;;;71.74;47.63;-0.17;-0.44
;;;;;;;;71.76;47.27;-0.18;-0.32
;;;;;;;;71.78;46.91;-0.18;-0.32
;;;;;;;;71.8;46.54;-0.19;-0.33
;;;;;;;;71.82;46.14;-0.2;-0.21
;;;;;;;;71.84;45.75;-0.2;-0.33
;;;;;;;;71.86;45.33;-0.21;-0.22
;;;;;;;;71.88;44.9;-0.21;-0.1
;;;;;;;;71.9;44.49;-0.21;-0.22
;;;;;;;;71.92;44.04;-0.22;-0.11
;;;;;;;;71.94;43.61;-0.22;2.02E-12
;;;;;;;;71.96;43.16;-0.22;-1.91E-12
;;;;;;;;71.98;42.74;-0.22;-0.01
;;;;;;;;72;42.29;-0.22;0.11
;;;;;;;;72.02;41.86;-0.22;0.11
;;;;;;;;72.04;41.43;-0.22;-0.01
;;;;;;;;72.06;41;-0.22;0.1
;;;;;;;;72.08;40.56;-0.21;0.22
;;;;;;;;72.1;40.15;-0.21;0.22
;;;;;;;;72.12;39.74;-0.2;0.22
;;;;;;;;72.14;39.34;-0.2;0.22
;;;;;;;;72.16;38.95;-0.19;0.21
;;;;;;;;72.18;38.57;-0.19;0.32
;;;;;;;;72.2;38.19;-0.18;0.43
;;;;;;;;72.22;37.84;-0.17;0.43
;;;;;;;;72.24;37.5;-0.16;0.44
;;;;;;;;72.26;37.19;-0.16;0.32
;;;;;;;;72.28;36.88;-0.15;0.42
;;;;;;;;72.3;36.58;-0.14;0.54
;;;;;;;;72.32;36.32;-0.13;0.43
;;;;;;;;72.34;36.06;-0.12;0.43
;;;;;;;;72.36;35.84;-0.11;0.42
;;;;;;;;72.38;35.61;-0.1;0.53
;;;;;;;;72.4;35.42;-0.09;0.65
;;;;;;;;72.42;35.25;-0.08;0.54
;;;;;;;;72.44;35.11;-0.07;0.42
;;;;;;;;72.46;34.97;-0.06;0.65
;;;;;;;;72.48;34.87;-0.04;0.66
;;;;;;;;72.5;34.8;-0.03;0.43
;;;;;;;;72.52;34.73;-0.03;0.42
;;;;;;;;72.54;34.69;-0.02;0.53
;;;;;;;;72.56;34.66;0;0.65
;;;;;;;;72.58;34.67;0.01;0.54
;;;;;;;;72.6;34.69;0.02;0.43
;;;;;;;;72.62;34.74;0.03;0.42
;;;;;;;;72.64;34.79;0.03;0.53
;;;;;;;;72.66;34.88;0.05;0.65
;;;;;;;;72.68;34.98;0.06;0.55
;;;;;;;;72.7;35.12;0.07;0.32
;;;;;;;;72.72;35.25;0.07;0.32
;;;;;;;;72.74;35.41;0.08;0.43
;;;;;;;;72.76;35.58;0.09;0.43
;;;;;;;;72.78;35.77;0.1;0.43
;;;;;;;;72.8;35.97;0.11;0.44
;;;;;;;;72.82;36.19;0.12;0.33
;;;;;;;;72.84;36.43;0.12;0.21
;;;;;;;;72.86;36.67;0.12;0.32
;;;;;;;;72.88;36.93;0.13;0.33
;;;;;;;;72.9;37.21;0.14;0.21
;;;;;;;;72.92;37.48;0.14;0.22
;;;;;;;;72.94;37.77;0.15;0.11
;;;;;;;;72.96;38.06;0.15;0.1
;;;;;;;;72.98;38.36;0.15;0.33
;;;;;;;;73;38.66;0.16;0.23
;;;;;;;;73.02;38.99;0.16;-1.41E-12
;;;;;;;;73.04;39.3;0.16;1.41E-12
;;;;;;;;73.06;39.63;0.16;1.34E-12
;;;;;;;;73.08;39.94;0.16;0.01
;;;;;;;;73.1;40.26;0.16;-0.11
;;;;;;;;73.12;40.57;0.15;-0.11
;;;;;;;;73.14;40.88;0.15;-1.41E-12
;;;;;;;;73.16;41.19;0.15;0
;;;;;;;;73.18;41.5;0.15;0.01
;;;;;;;;73.2;41.81;0.15;-0.09
;;;;;;;;73.22;42.12;0.15;-0.33
;;;;;;;;73.24;42.42;0.14;-0.22
;;;;;;;;73.26;42.69;0.14;-0.09
;;;;;;;;73.28;42.98;0.14;-0.33
;;;;;;;;73.3;43.24;0.13;-0.22
;;;;;;;;73.32;43.5;0.13;-0.09
;;;;;;;;73.34;43.76;0.13;-0.32
;;;;;;;;73.36;44;0.12;-0.33
;;;;;;;;73.38;44.22;0.11;-0.21
;;;;;;;;73.4;44.45;0.11;-0.32
;;;;;;;;73.42;44.66;0.1;-0.44
;;;;;;;;73.44;44.85;0.09;-0.33
;;;;;;;;73.46;45.02;0.09;-0.21
;;;;;;;;73.48;45.19;0.08;-0.32
;;;;;;;;73.5;45.35;0.07;-0.43
;;;;;;;;73.52;45.49;0.07;-0.44
;;;;;;;;73.54;45.61;0.06;-0.33
;;;;;;;;73.56;45.71;0.05;-0.21
;;;;;;;;73.58;45.82;0.05;-0.32
;;;;;;;;73.6;45.9;0.04;-0.43
;;;;;;;;73.62;45.97;0.03;-0.43
;;;;;;;;73.64;46.02;0.02;-0.44
;;;;;;;;73.66;46.06;0.01;-0.33
;;;;;;;;73.68;46.08;0.01;-0.21
;;;;;;;;73.7;46.1;0;-0.32
;;;;;;;;73.72;46.1;0;-0.33
;;;;;;;;73.74;46.08;-0.01;-0.21
;;;;;;;;73.76;46.06;-0.01;-0.32
;;;;;;;;73.78;46.03;-0.02;-0.44
;;;;;;;;73.8;45.98;-0.03;-0.32
;;;;;;;;73.82;45.91;-0.03;-0.32
;;;;;;;;73.84;45.84;-0.04;-0.34
;;;;;;;;73.86;45.74;-0.05;-0.11
;;;;;;;;73.88;45.66;-0.05;-0.09
;;;;;;;;73.9;45.55;-0.05;-0.32
;;;;;;;;73.92;45.45;-0.06;-0.34
;;;;;;;;73.94;45.31;-0.06;-0.11
;;;;;;;;73.96;45.19;-0.06;-0.11
;;;;;;;;73.98;45.06;-0.07;-0.1
;;;;;;;;74;44.92;-0.07;-0.22
;;;;;;;;74.02;44.78;-0.08;-0.23
;;;;;;;;74.04;44.61;-0.08;0.01
;;;;;;;;74.06;44.47;-0.08;-0.22
;;;;;;;;74.08;44.3;-0.09;-0.12
;;;;;;;;74.1;44.13;-0.08;0.12
;;;;;;;;74.12;43.97;-0.08;-0.11
;;;;;;;;74.14;43.8;-0.09;-0.11
;;;;;;;;74.16;43.63;-0.09;-3.47E-14
;;;;;;;;74.18;43.46;-0.09;0
;;;;;;;;74.2;43.29;-0.09;-0.01
;;;;;;;;74.22;43.11;-0.09;0.11
;;;;;;;;74.24;42.94;-0.08;0.12
;;;;;;;;74.26;42.79;-0.08;-0.11
;;;;;;;;74.28;42.62;-0.09;-0.01
;;;;;;;;74.3;42.44;-0.08;0.22
;;;;;;;;74.32;42.29;-0.08;0.11
;;;;;;;;74.34;42.13;-0.08;-0.01
;;;;;;;;74.36;41.98;-0.08;0.1
;;;;;;;;74.38;41.82;-0.07;0.22
;;;;;;;;74.4;41.68;-0.07;0.11
;;;;;;;;74.42;41.55;-0.07;-0.01
;;;;;;;;74.44;41.41;-0.07;0.1
;;;;;;;;74.46;41.27;-0.06;0.22
;;;;;;;;74.48;41.15;-0.06;0.11
;;;;;;;;74.5;41.03;-0.06;0.09
;;;;;;;;74.52;40.91;-0.06;0.33
;;;;;;;;74.54;40.8;-0.05;0.23
;;;;;;;;74.56;40.72;-0.05;-0.12
;;;;;;;;74.58;40.62;-0.05;0.09
;;;;;;;;74.6;40.51;-0.04;0.34
;;;;;;;;74.62;40.44;-0.04;0.11
;;;;;;;;74.64;40.36;-0.04;0.11
;;;;;;;;74.66;40.29;-0.03;0.11
;;;;;;;;74.68;40.22;-0.03;0.09
;;;;;;;;74.7;40.15;-0.03;0.33
;;;;;;;;74.72;40.1;-0.02;0.23
;;;;;;;;74.74;40.06;-0.02;-0.01
;;;;;;;;74.76;40.01;-0.02;0.11
;;;;;;;;74.78;39.97;-0.02;0.11
;;;;;;;;74.8;39.94;-0.02;-0.01
;;;;;;;;74.82;39.91;-0.02;0.1
;;;;;;;;74.84;39.87;-0.01;0.22
;;;;;;;;74.86;39.85;-0.01;0.11
;;;;;;;;74.88;39.84;-0.01;0.1
;;;;;;;;74.9;39.82;0;0.22
;;;;;;;;74.92;39.82;0;0.11
;;;;;;;;74.94;39.82;0;0
;;;;;;;;74.96;39.82;0;0
;;;;;;;;74.98;39.82;0;-0.01
;;;;;;;;75;39.82;-0.000249;0.11
;;;;;;;;75.02;39.82;0;0.11
;;;;;;;;75.04;39.84;0;3.82E-14
;;;;;;;;75.06;39.83;0;3.82E-14
;;;;;;;;75.08;39.85;0;-0.01
;;;;;;;;75.1;39.85;0;0.11
;;;;;;;;75.12;39.87;0.01;0.11
;;;;;;;;75.14;39.89;0.01;0
;;;;;;;;75.16;39.9;0.01;-7.64E-14
;;;;;;;;75.18;39.92;0.01;0.01
;;;;;;;;75.2;39.94;0.01;-0.11
;;;;;;;;75.22;39.96;0;-0.12
;;;;;;;;75.24;39.95;0;0.11
;;;;;;;;75.26;39.97;0.01;0.12
;;;;;;;;75.28;39.99;0.01;-0.11
;;;;;;;;75.3;40.01;0;-0.11
;;;;;;;;75.32;40.01;0;3.82E-14
;;;;;;;;75.34;40.02;0;-3.49E-15
;;;;;;;;75.36;40.02;0;-3.49E-15
;;;;;;;;75.38;40.04;0;-3.12E-14
;;;;;;;;75.4;40.04;0;-6.94E-14
;;;;;;;;75.42;40.06;0;-3.49E-15
;;;;;;;;75.44;40.06;0;0.01
;;;;;;;;75.46;40.08;0;-0.11
;;;;;;;;75.48;40.08;0;-0.12
;;;;;;;;75.5;40.08;-0.00025;0.11
;;;;;;;;75.52;40.07;0;0.12
;;;;;;;;75.54;40.09;0;-0.11
;;;;;;;;75.56;40.09;0;-0.12
;;;;;;;;75.58;40.09;-0.000251;0.11
;;;;;;;;75.6;40.09;0;0.12
;;;;;;;;75.62;40.11;0;-0.11
;;;;;;;;75.64;40.11;-0.000251;-0.01
;;;;;;;;75.66;40.11;0;0.11
;;;;;;;;75.68;40.13;0;-0.01
;;;;;;;;75.7;40.13;0;0.11
;;;;;;;;75.72;40.14;0.01;0.11
;;;;;;;;75.74;40.16;0.01;1.8E-13
;;;;;;;;75.76;40.18;0.01;3.47E-14
;;;;;;;;75.78;40.2;0.01;-0.01
;;;;;;;;75.8;40.21;0.01;0.1
;;;;;;;;75.82;40.23;0.01;0.22
;;;;;;;;75.84;40.26;0.02;0.11
;;;;;;;;75.86;40.3;0.02;-0.01
;;;;;;;;75.88;40.33;0.02;0.11
;;;;;;;;75.9;40.37;0.02;0.11
;;;;;;;;75.92;40.42;0.02;-0.01
;;;;;;;;75.94;40.45;0.02;0.1
;;;;;;;;75.96;40.5;0.03;0.21
;;;;;;;;75.98;40.55;0.03;0.22
;;;;;;;;76;40.62;0.03;0.12
;;;;;;;;76.02;40.69;0.03;-0.11
;;;;;;;;76.04;40.76;0.03;-0.02
;;;;;;;;76.06;40.81;0.03;0.33
;;;;;;;;76.08;40.9;0.04;0.22
;;;;;;;;76.1;40.98;0.04;0.11
;;;;;;;;76.12;41.07;0.05;0.11
;;;;;;;;76.14;41.17;0.05;0.1
;;;;;;;;76.16;41.26;0.05;0.22
;;;;;;;;76.18;41.38;0.06;0.11
;;;;;;;;76.2;41.48;0.06;0.11
;;;;;;;;76.22;41.6;0.06;0.11
;;;;;;;;76.24;41.72;0.06;-0.01
;;;;;;;;76.26;41.84;0.06;0.1
;;;;;;;;76.28;41.96;0.06;0.23
;;;;;;;;76.3;42.1;0.07;-8.03E-05
;;;;;;;;76.32;42.24;0.06;-0.01
;;;;;;;;76.34;42.35;0.07;0.23
;;;;;;;;76.36;42.51;0.07;-8.56E-05
;;;;;;;;76.38;42.65;0.07;-0.01
;;;;;;;;76.4;42.78;0.07;0.11
;;;;;;;;76.42;42.94;0.07;-0.01
;;;;;;;;76.44;43.08;0.07;0.11
;;;;;;;;76.46;43.23;0.08;0.01
;;;;;;;;76.48;43.39;0.07;-0.11
;;;;;;;;76.5;43.52;0.07;0
;;;;;;;;76.52;43.68;0.07;-6.94E-14
;;;;;;;;76.54;43.82;0.07;0.01
;;;;;;;;76.56;43.97;0.07;-0.11
;;;;;;;;76.58;44.11;0.07;-0.11
;;;;;;;;76.6;44.25;0.07;0.01
;;;;;;;;76.62;44.38;0.07;-0.11
;;;;;;;;76.64;44.52;0.06;-0.11
;;;;;;;;76.66;44.64;0.06;-0.1
;;;;;;;;76.68;44.78;0.06;-0.22
;;;;;;;;76.7;44.88;0.06;-0.1
;;;;;;;;76.72;45.01;0.06;-0.21
;;;;;;;;76.74;45.11;0.05;-0.34
;;;;;;;;76.76;45.2;0.04;-0.11
;;;;;;;;76.78;45.28;0.04;-0.1
;;;;;;;;76.8;45.37;0.04;-0.21
;;;;;;;;76.82;45.44;0.03;-0.21
;;;;;;;;76.84;45.51;0.03;-0.21
;;;;;;;;76.86;45.56;0.03;-0.32
;;;;;;;;76.88;45.61;0.02;-0.44
;;;;;;;;76.9;45.63;0.01;-0.22
;;;;;;;;76.92;45.65;0.01;-0.09
;;;;;;;;76.94;45.67;0;-0.32
;;;;;;;;76.96;45.67;0;-0.33
;;;;;;;;76.98;45.65;-0.01;-0.21
;;;;;;;;77;45.63;-0.01;-0.32
;;;;;;;;77.02;45.6;-0.02;-0.44
;;;;;;;;77.04;45.55;-0.03;-0.32
;;;;;;;;77.06;45.48;-0.03;-0.32
;;;;;;;;77.08;45.41;-0.04;-0.44
;;;;;;;;77.1;45.31;-0.05;-0.22
;;;;;;;;77.12;45.21;-0.05;-0.2
;;;;;;;;77.14;45.11;-0.06;-0.44
;;;;;;;;77.16;44.97;-0.07;-0.22
;;;;;;;;77.18;44.83;-0.07;-0.2
;;;;;;;;77.2;44.7;-0.08;-0.44
;;;;;;;;77.22;44.52;-0.09;-0.32
;;;;;;;;77.24;44.35;-0.09;-0.32
;;;;;;;;77.26;44.17;-0.1;-0.34
;;;;;;;;77.28;43.96;-0.1;-0.1
;;;;;;;;77.3;43.75;-0.1;-0.21
;;;;;;;;77.32;43.55;-0.11;-0.33
;;;;;;;;77.34;43.31;-0.12;-0.21
;;;;;;;;77.36;43.08;-0.12;-0.33
;;;;;;;;77.38;42.83;-0.13;-0.23
;;;;;;;;77.4;42.57;-0.13;0.01
;;;;;;;;77.42;42.31;-0.13;-0.1
;;;;;;;;77.44;42.05;-0.13;-0.22
;;;;;;;;77.46;41.78;-0.14;-0.22
;;;;;;;;77.48;41.5;-0.14;-0.23
;;;;;;;;77.5;41.21;-0.15;-0.01
;;;;;;;;77.52;40.92;-0.14;0.12
;;;;;;;;77.54;40.64;-0.14;-0.11
;;;;;;;;77.56;40.35;-0.15;-0.11
;;;;;;;;77.58;40.06;-0.15;-1.33E-12
;;;;;;;;77.6;39.77;-0.15;-0.01
;;;;;;;;77.62;39.47;-0.15;0.11
;;;;;;;;77.64;39.18;-0.14;0.11
;;;;;;;;77.66;38.91;-0.14;-0.01
;;;;;;;;77.68;38.61;-0.14;0.1
;;;;;;;;77.7;38.34;-0.14;0.22
;;;;;;;;77.72;38.06;-0.13;0.22
;;;;;;;;77.74;37.8;-0.13;0.22
;;;;;;;;77.76;37.54;-0.12;0.22
;;;;;;;;77.78;37.3;-0.12;0.21
;;;;;;;;77.8;37.06;-0.12;0.32
;;;;;;;;77.82;36.84;-0.11;0.33
;;;;;;;;77.84;36.63;-0.1;0.21
;;;;;;;;77.86;36.42;-0.1;0.32
;;;;;;;;77.88;36.23;-0.09;0.44
;;;;;;;;77.9;36.06;-0.08;0.32
;;;;;;;;77.92;35.9;-0.08;0.31
;;;;;;;;77.94;35.75;-0.07;0.54
;;;;;;;;77.96;35.63;-0.06;0.44
;;;;;;;;77.98;35.52;-0.05;0.32
;;;;;;;;78;35.42;-0.04;0.43
;;;;;;;;78.02;35.35;-0.03;0.42
;;;;;;;;78.04;35.28;-0.03;0.54
;;;;;;;;78.06;35.24;-0.01;0.54
;;;;;;;;78.08;35.23;0;0.43
;;;;;;;;78.1;35.22;0;0.42
;;;;;;;;78.12;35.24;0.01;0.53
;;;;;;;;78.14;35.27;0.03;0.66
;;;;;;;;78.16;35.34;0.04;0.44
;;;;;;;;78.18;35.43;0.04;0.31
;;;;;;;;78.2;35.51;0.05;0.54
;;;;;;;;78.22;35.63;0.06;0.54
;;;;;;;;78.24;35.77;0.07;0.42
;;;;;;;;78.26;35.92;0.08;0.54
;;;;;;;;78.28;36.09;0.09;0.54
;;;;;;;;78.3;36.3;0.1;0.43
;;;;;;;;78.32;36.5;0.11;0.44
;;;;;;;;78.34;36.74;0.12;0.32
;;;;;;;;78.36;36.98;0.12;0.42
;;;;;;;;78.38;37.24;0.14;0.55
;;;;;;;;78.4;37.53;0.15;0.32
;;;;;;;;78.42;37.82;0.15;0.32
;;;;;;;;78.44;38.13;0.16;0.33
;;;;;;;;78.46;38.46;0.16;0.21
;;;;;;;;78.48;38.78;0.17;0.32
;;;;;;;;78.5;39.13;0.18;0.44
;;;;;;;;78.52;39.49;0.18;0.33
;;;;;;;;78.54;39.86;0.19;0.11
;;;;;;;;78.56;40.24;0.19;0.1
;;;;;;;;78.58;40.62;0.19;0.22
;;;;;;;;78.6;41.02;0.2;0.11
;;;;;;;;78.62;41.41;0.2;-0.01
;;;;;;;;78.64;41.81;0.2;0.1
;;;;;;;;78.66;42.2;0.2;0.23
;;;;;;;;78.68;42.61;0.21;0.01
;;;;;;;;78.7;43.03;0.2;-0.22
;;;;;;;;78.72;43.42;0.2;-0.11
;;;;;;;;78.74;43.82;0.2;-1.76E-12
;;;;;;;;78.76;44.21;0.2;0.01
;;;;;;;;78.78;44.61;0.2;-0.1
;;;;;;;;78.8;45;0.19;-0.21
;;;;;;;;78.82;45.38;0.19;-0.21
;;;;;;;;78.84;45.76;0.19;-0.32
;;;;;;;;78.86;46.12;0.18;-0.33
;;;;;;;;78.88;46.47;0.17;-0.21
;;;;;;;;78.9;46.81;0.17;-0.21
;;;;;;;;78.92;47.14;0.16;-0.31
;;;;;;;;78.94;47.47;0.16;-0.54
;;;;;;;;78.96;47.76;0.14;-0.54
;;;;;;;;78.98;48.04;0.13;-0.44
;;;;;;;;79;48.3;0.12;-0.31
;;;;;;;;79.02;48.54;0.12;-0.41
;;;;;;;;79.04;48.78;0.11;-0.65
;;;;;;;;79.06;48.97;0.1;-0.54
;;;;;;;;79.08;49.16;0.09;-0.54
;;;;;;;;79.1;49.32;0.07;-0.54
;;;;;;;;79.12;49.46;0.07;-0.52
;;;;;;;;79.14;49.58;0.05;-0.75
;;;;;;;;79.16;49.67;0.04;-0.77
;;;;;;;;79.18;49.72;0.02;-0.55
;;;;;;;;79.2;49.76;0.01;-0.41
;;;;;;;;79.22;49.78;0.01;-0.64
;;;;;;;;79.24;49.78;-0.01;-0.77
;;;;;;;;79.26;49.73;-0.03;-0.53
;;;;;;;;79.28;49.68;-0.03;-0.64
;;;;;;;;79.3;49.6;-0.05;-0.76
;;;;;;;;79.32;49.48;-0.06;-0.65
;;;;;;;;79.34;49.34;-0.08;-0.65
;;;;;;;;79.36;49.17;-0.09;-0.54
;;;;;;;;79.38;48.98;-0.1;-0.53
;;;;;;;;79.4;48.78;-0.11;-0.65
;;;;;;;;79.42;48.54;-0.12;-0.65
;;;;;;;;79.44;48.28;-0.14;-0.55
;;;;;;;;79.46;47.99;-0.15;-0.32
;;;;;;;;79.48;47.7;-0.15;-0.42
;;;;;;;;79.5;47.39;-0.16;-0.65
;;;;;;;;79.52;47.05;-0.18;-0.55
;;;;;;;;79.54;46.69;-0.18;-0.44
;;;;;;;;79.56;46.31;-0.19;-0.32
;;;;;;;;79.58;45.92;-0.2;-0.31
;;;;;;;;79.6;45.52;-0.21;-0.55
;;;;;;;;79.62;45.09;-0.22;-0.34
;;;;;;;;79.64;44.64;-0.22;0.02
;;;;;;;;79.66;44.22;-0.22;-0.32
;;;;;;;;79.68;43.77;-0.23;-0.46
;;;;;;;;79.7;43.29;-0.24;-0.00029
;;;;;;;;79.72;42.82;-0.23;0.01
;;;;;;;;79.74;42.36;-0.24;-0.22
;;;;;;;;79.76;41.88;-0.24;-0.23
;;;;;;;;79.78;41.4;-0.25;-0.01
;;;;;;;;79.8;40.89;-0.24;0.23
;;;;;;;;79.82;40.43;-0.24;0.000302
;;;;;;;;79.84;39.95;-0.24;-0.01
;;;;;;;;79.86;39.47;-0.24;0.11
;;;;;;;;79.88;39;-0.24;-0.01
;;;;;;;;79.9;38.52;-0.24;0.2
;;;;;;;;79.92;38.05;-0.23;0.44
;;;;;;;;79.94;37.61;-0.22;0.33
;;;;;;;;79.96;37.18;-0.22;0.21
;;;;;;;;79.98;36.74;-0.21;0.32
;;;;;;;;80;36.33;-0.2;0.44
;;;;;;;;80.02;35.93;-0.19;0.32
;;;;;;;;80.04;35.55;-0.19;0.31
;;;;;;;;80.06;35.17;-0.18;0.54
;;;;;;;;80.08;34.83;-0.17;0.54
;;;;;;;;80.1;34.5;-0.16;0.53
;;;;;;;;80.12;34.19;-0.15;0.65
;;;;;;;;80.14;33.91;-0.13;0.54
;;;;;;;;80.16;33.65;-0.13;0.55
;;;;;;;;80.18;33.41;-0.11;0.31
;;;;;;;;80.2;33.21;-0.11;0.51
;;;;;;;;80.22;32.96;-0.09;1.21
;;;;;;;;80.24;32.84;-0.06;0.54
;;;;;;;;80.26;32.7;-0.07;0.51
;;;;;;;;80.28;32.56;-0.04;1.21
;;;;;;;;80.3;32.53;-0.02;0.54
;;;;;;;;80.32;32.48;-0.02;0.41
;;;;;;;;80.34;32.44;-0.01;0.87
;;;;;;;;80.36;32.45;0.01;0.66
;;;;;;;;80.38;32.49;0.02;0.3
;;;;;;;;80.4;32.54;0.02;0.73
;;;;;;;;80.42;32.59;0.05;1.32
;;;;;;;;80.44;32.74;0.08;0.78
;;;;;;;;80.46;32.9;0.08;0.19
;;;;;;;;80.48;33.07;0.08;0.62
;;;;;;;;80.5;33.24;0.11;1.1
;;;;;;;;80.52;33.49;0.13;0.54
;;;;;;;;80.54;33.75;0.13;0.41
;;;;;;;;80.56;34.01;0.15;0.88
;;;;;;;;80.58;34.33;0.16;0.55
;;;;;;;;80.6;34.66;0.17;0.31
;;;;;;;;80.62;35;0.18;0.53
;;;;;;;;80.64;35.36;0.19;0.65
;;;;;;;;80.66;35.75;0.2;0.55
;;;;;;;;80.68;36.17;0.21;0.32
;;;;;;;;80.7;36.6;0.21;0.32
;;;;;;;;80.72;37.02;0.22;0.43
;;;;;;;;80.74;37.49;0.23;0.43
;;;;;;;;80.76;37.95;0.24;0.44
;;;;;;;;80.78;38.45;0.25;0.22
